platform,title,url,thumbnail_file,uploader,timestamp,added_timestamp,transcript_source,description_preview,transcript_preview
instagram,Video by sambrownex,https://www.instagram.com/reel/DUYskj1jXPI/?igsh=OGpkN3k5MGQ2eHRl,raw/DUYskj1jXPI.jpg,Sam Browne,1770315352,1775865660,none,"Begging To Be Broken-

Tour Tickets and Posters (Global Shipping) on my website 
Tour Dates:
Cardiff- 1st of February 
Liverpool-8th of February
London- 26th of February 
Dublin- 22nd of February 
Sou",
instagram,Video by thefilmessential,https://www.instagram.com/reel/DUbCXf2EVDQ/?igsh=YmE0NGpnZWJmYmYw,raw/DUbCXf2EVDQ.jpg,The Film Essential,1770393796,1775865660,none,"Robert Pattinson was reportedly offered the lead role but passed. Despite being one of the rare Canadian films to receive a wide release in both Canada and the US, it became a box office failure. Inte",
instagram,Video by ri_science,https://www.instagram.com/reel/DUbU8wRjI3p/?igsh=N3dha2Y2cGloaDhz,raw/DUbU8wRjI3p.jpg,Royal Institution,1770403568,1775865660,none,"Do you thrive under pressure? 🏋️ Felix Flicker shows us how materials such as quartz and certain ceramics generate an electrical charge when mechanically stressed.

Watch the full talk at the l ink on",
instagram,Video by iamchrischung,https://www.instagram.com/reel/DUcDM9VCXfg/?igsh=ZnhqbGhkejBtNXdr,raw/DUcDM9VCXfg.jpg,Chris Chung,1770427802,1775865660,none,Viral reel breakdown pt 3,
instagram,Video by coherancewithbrit,https://www.instagram.com/reel/DUg36GOksNL/?igsh=MWR2Y21uOGU0dHo0ZQ==,raw/DUg36GOksNL.jpg,☾Brit/Tala,1770589956,1775865660,none,"This was a test of consciousness, not justice.
Revelation is not liberation.
Protect your spirit — that is resistance.
They want your mind more than your compliance.
Evil revealed is still evil if not",
instagram,Post by sdcaw_spirituality,https://www.instagram.com/p/DUm5ptNjRye/?img_index=2&igsh=MXVkeWxsZTRlZjk2dA==,,,,1775865660,none,"Nikola Tesla said 3–6–9 was the key to the universe — and manifestation. ⚡️

It’s not magic; it’s mental engineering. 

Write your intention 3x in the morning, 6x in the afternoon, 9x at night — with ",
instagram,Video by emonthebrain,https://www.instagram.com/reel/DUoB027EbT2/?igsh=MWhtZTJpbmdvMDMydg==,raw/DUoB027EbT2.jpg,Emily McDonald,1770829772,1775865660,none,"This is a cheat code. Give yourself permission to feel the way that you want to feel- now. 
I have a 3 step process to do this if you’re not sure how:
 
1. Get clear on the feelings that you really wa",
instagram,Post by realratedred,https://www.instagram.com/p/DUq9Y4wEdUw/?igsh=MWd1b3djZWZkODlpMQ==,,,,1775865660,none,"A fan recently went viral after listing her used contact lenses for sale, claiming they had “seen Taylor Swift’s Eras Tour,” with an asking price of $10,000. The bizarre listing quickly sparked reacti",
instagram,Video by coherancewithbrit,https://www.instagram.com/reel/DUqtuAekiPE/?igsh=MWdkeGlxcmdoYmdmMg==,raw/DUqtuAekiPE.jpg,☾Brit/Tala,1770919800,1775865660,none,"Some of your reactions aren’t coming from who you are now…
they’re coming from who you had to be then.
Healing isn’t about fighting that part of you.
It’s about meeting them with compassion and taking",
instagram,Video by lawsofattraction2026,https://www.instagram.com/reel/DUryewlEp4q/?igsh=MWQydDB2cXUwbmQxdQ==,raw/DUryewlEp4q.jpg,Manifestation||Affirmation,1770955884,1775865660,none,"In 1994, Jim Carrey was so broke he was sleeping in his car.

Auditions kept rejecting him.
Bills kept piling up.
Hope was running thin.

Most people would’ve quit.

Instead, Jim did something strange",
instagram,Video by julienhimself,https://www.instagram.com/reel/DUs6yv6kdOj/?igsh=MXdvZ3I3anlvNXkzdw==,raw/DUs6yv6kdOj.jpg,Julien Blanc,1770993882,1775865660,none,"NOTHING can affect your confidence when you know who you are! ⚠️⁣
⁣
✅ Follow @julienhimself for more.⁣
⁣
⁣
⁣
⁣
#julienblanc #julienhimself #selfworth #selfesteem #confidence",
instagram,Video by brandonsbrainwave,https://www.instagram.com/reel/DUuObBkDepn/?igsh=cTVmZWl1cXJhbTN4,raw/DUuObBkDepn.jpg,Brandon Cowling,1771037647,1775865660,none,"Now you know.

What are you going to do?

#neuroscience #spirituality #epstein #meditation #inspired",
instagram,Video by michaelrothman,https://www.instagram.com/reel/DUySYhCChXO/?igsh=NGc1eWdlY2h5dWk0,raw/DUySYhCChXO.jpg,Michael Rothman,1771174007,1775865660,none,Just another thoughtful and heartfelt message from James Van Der Beek from a few years back. He really was always pensive and sharing some helpful insight into the world and spirituality #jamesvanderb,
instagram,Video by youranxietyislying2yew,https://www.instagram.com/reel/DV4cgOhDzMq/?igsh=MTVsdXNyZnlmNjQ2dw==,raw/DV4cgOhDzMq.jpg,Ryan Primer,1773528000,1775865660,none,Can I talk to your inner child?,
instagram,Video by stelle.world,https://www.instagram.com/reel/DV6JSRDgbR4/?igsh=ZTdjMHN4M29iMnBq,raw/DV6JSRDgbR4.jpg,Stelle.World,1773585087,1775865660,none,"The phrase highest form of intelligence isn't IQ sets the tone for a thought-provoking discussion. According to neuroscientists, this intelligence is something entirely different, and it's rare to fin",
instagram,Video by itsemilyhiggins,https://www.instagram.com/reel/DVB-Eh4j3BA/?igsh=MWtkYW9kNGV2OWF5NQ==,raw/DVB-Eh4j3BA.jpg,Emily Higgins,1771700292,1775865660,none,In 1943 a neurophysiologist and a teenage runaway made a discovery and it changed everything,
instagram,Video by wenuriovaa,https://www.instagram.com/reel/DVEYcj9DEoM/?igsh=YWw4bWl1Z2htanJu,raw/DVEYcj9DEoM.jpg,Wenuri Ovaa,1771781128,1775865660,none,"we’re going after it in 2026!!! 
have you tried it?

#sitdownsundays #chatgpt #dayinthelife #lifehack",
instagram,Video by ram.penkar,https://www.instagram.com/reel/DVK4lOQgDWy/?igsh=djAwYWNqZjgxcWFz,raw/DVK4lOQgDWy.jpg,Ram Penkar,1771999516,1775865660,none,"How am I supposed to keep slacking with all this over watch...🤦‍♂️

#workmemes #corporatememes #officehumor",
instagram,Post by soulmindhub,https://www.instagram.com/p/DVKSvTgjIwX/?img_index=3&igsh=MWJwMHM0NXowYjk2bA==,,,,1775865660,none,"Neuroscience distinguishes raw cognitive ability from metacognition—the capacity to monitor, evaluate, and regulate one’s own thoughts and emotions. This self-reflective process engages higher-order p",
instagram,Video by pagetkagy,https://www.instagram.com/reel/DVLooN_gIr_/?igsh=MXczcTYwbXE4b2szeg==,raw/DVLooN_gIr_.jpg,Paget Kagy | Quantum Energy Coach,1772024485,1775865660,none,"Science proved THIS changes reality ⬇️
ㅤ
In the Double Slit Experiment, particles don’t behave like solid matter until they’re observed. Before observation, they exist as probabilities. The act of obs",
instagram,Post by the.alchemist,https://www.instagram.com/p/DVMHe7hGWfp/?img_index=1&igsh=MWtvY2p2MndtYnBsdg==,,,,1775865660,none,"Metacognition is one of those words that sounds clinical until you realize what it actually means. It's the ability to observe your own mind while it's operating, to watch a thought arise and recogniz",
instagram,Video by thequantumbrief,https://www.instagram.com/reel/DVRIAFejOpD/?igsh=ZjZsaGV5MzV2eWc0,raw/DVRIAFejOpD.jpg,The Quantum Brief,1772208667,1775865660,none,"Sabrina Gonzalez-Pasterski, a theoretical physicist at the Perimeter Institute for Theoretical Physics, explains celestial holography.

She describes how physicists explore whether the physical univer",
instagram,Video by thechrisrigoudis,https://www.instagram.com/reel/DVW1P05klSE/?l=1,raw/DVW1P05klSE.jpg,Chris Rigoudis,1772400321,1775865661,none,When you want to kiss your homie goodbye and he says “no”…,
instagram,Video by joshuaspoetry,https://www.instagram.com/reel/DVZ72kykVa_/?igsh=MWhjenVtaGdyOW5tbQ==,raw/DVZ72kykVa_.jpg,Joshua De Schutter,1772505012,1775865661,none,Are you going to call your mom after this?,
instagram,Video by naturalwarrior,https://www.instagram.com/reel/DVZXW3hkksq/?igsh=MXFuNjk1YXR6Y2VuaA==,raw/DVZXW3hkksq.jpg,Greg Madder,1772485282,1775865661,none,"‼️These studies stopped me in my tracks‼️

Scientists tested a completely natural compound formed from ancient soil and peat - and what they observed under the microscope was remarkable.

Researchers ",
instagram,Video by wearegaia,https://www.instagram.com/p/DVb7RS6DLOJ/?igsh=Mm92NXlvM3BmeWg=,raw/DVb7RS6DLOJ.jpg,Gaia,1772571083,1775865661,none,"Explore the Unexplained with Open Minds
• Mysterious sightings & investigations you won't see in mainstream media

Start your free 7-day Gaia trial now and unlock:
8,000+ ad-free titles that challenge",
instagram,Video by ellieinstem,https://www.instagram.com/reel/DVbRa-hCBz6/?igsh=bHNnbHFsNjhkM3hk,raw/DVbRa-hCBz6.jpg,Ellie Sleightholm,1772549176,1775865661,none,"One of the most beautiful equations in mathematics…

In my latest YouTube video, I take a look at this marvellous equation and explain why so many mathematicians call it “the most beautiful equation e",
instagram,Video by carolinekennnedy,https://www.instagram.com/reel/DVdxl_vAEql/?igsh=dHNzeDVpeDgxem11,raw/DVdxl_vAEql.jpg,Caroline Kennedy,1772633381,1775865661,none,Talking entanglement wjth Quantum Physicist @thisismazzitoo,
instagram,Post by barbicancentre,https://www.instagram.com/p/DVf8p8MjGlc/?img_index=2&igsh=MXFtazExaXNidGVuNw==,,,,1775865661,none,"Unconventional musicals that will make even non-fans change their tune 🎵

Mermaids, stand-up comedians and more take the lead in a selection of films that move through genres, styles, and the blurring",
instagram,Video by datrie,https://www.instagram.com/reel/DVj2SNNjYo1/?igsh=ZWY2cHl6MGRodHls,raw/DVj2SNNjYo1.jpg,Datrie,1772837159,1775865661,none,"we have it backwards, we think “once I get this thing, then I’ll feel happy, whole, abundant, complete” but the feeling never arrives & the chase is always a chase. When you teach your nervous system ",
instagram,Video by emonthebrain,https://www.instagram.com/reel/DVjSZkogks7/?igsh=MnN6dW9rbzAybGVh,raw/DVjSZkogks7.jpg,Emily McDonald,1772818185,1775865661,none,"The kitten study changed my life. 🐈 if you’ve been to my masterclasses before… you know all about this!!

You don’t attract what you want.
You attract what your brain is wired for.

Your brain is alwa",
instagram,Video by gigaqian,https://www.instagram.com/reel/DVkS7PQjuyV/?igsh=MWg2aWh5aDIyc2JzYQ==,raw/DVkS7PQjuyV.jpg,Giga Qian,1772852281,1775865661,none,"Quantum computing is basically about processing information simultaneously. That said, we’re playing with numerous unknowns and the main technology has been kept from the public. Origin Pilot is the f",
instagram,Video by shauhindavari,https://www.instagram.com/reel/DVoqehXErBw/?igsh=OGJvcDM1emZnemY1,raw/DVoqehXErBw.jpg,Shauhin Davari,1772998622,1775865661,none,"No tags. Not recommended to new audiences cuz it’s too long. If this finds you, it was meant to.",
instagram,Video by very.kat,https://www.instagram.com/reel/DVpod-2AYN4/?igsh=MWdqbXZ5NGtrbmxkbQ==,raw/DVpod-2AYN4.jpg,Kate ☀️,1773031068,1775865661,none,"If this resonates with you, check out my telegram channel in the bio, where I share more on all things spirituality, mindfulness and nervous system regulation 🤍

#mindfulness #nervoussystemhealing #sp",
instagram,Video by stronglowtoxmom,https://www.instagram.com/reel/DVq_h01icen/?igsh=MXh6enc3ZGt3Mmg1Mw==,raw/DVq_h01icen.jpg,16yr Certified Strength Coach & Detox Educator|Sarah Wohlgemuth,1773076827,1775865661,none,"This isn’t conspiracy but real research that uses and studied all-natural herbal protocols. 

It’s definitely the kind of information Big Pharma doesn’t want out there ‼️

Dr Hulda Clark books talk in",
instagram,Video by tiffanyfitnessetti,https://www.instagram.com/reel/DVr0o7oERBD/?igsh=ZjBsenZreGJvMG5q,raw/DVr0o7oERBD.jpg,Tiffany Felicetti,1773104613,1775865661,none,"The voices in my head go...💀
Song: A Work Of Art- Ice Nine Kills 🖤 @iceninekills 
#poledancer #pole #horror #haunted
#Fitness",
instagram,Video by postpunk_80,https://www.instagram.com/reel/DVvnqUpCG3O/?igsh=NzhpcnlhbWVqNjA=,raw/DVvnqUpCG3O.jpg,postpunk_80,1773231952,1775865661,none,"""Don't You Want Me"" is a song by the English synth-pop band the Human League (credited on the cover as the Human League 100). It was released on 27 November 1981 by Virgin Records as the fourth single",
instagram,Video by brandonsbrainwave,https://www.instagram.com/reel/DVwaGTnET5P/?igsh=aDN5bDdzZWN1dHAy,raw/DVwaGTnET5P.jpg,Brandon Cowling,1773258408,1775865661,none,"I love breathwork 

Breathing is something we all do everyday, but most people actually do it incorrectly 

Training your breathing in this way with breath holds can improve your CO2 tolerance and ret",
instagram,Video by nic.hulscher,https://www.instagram.com/reel/DW4QVMgkT7B/?igsh=MXgxemsydmJ5bnBrMA==,raw/DW4QVMgkT7B.jpg,Nicolas Hulscher,1775669246,1775865661,none,"🚨NEARLY HALF OF CANCER PATIENTS TAKING IVERMECTIN + MEBENDAZOLE REPORTED CANCER DISAPPEARANCE OR TUMOR REGRESSION AFTER 6 MONTHS

84.4% EXPERIENCED CLINICAL BENEFIT
32.8% REPORTED NO EVIDENCE OF DISEA",
instagram,Video by brandonsbrainwave,https://www.instagram.com/reel/DW4gVa4keqD/?igsh=MXFzbDZsZHVrems5eA==,raw/DW4gVa4keqD.jpg,Brandon Cowling,1775677727,1775865661,none,"To be alive is such a gift that if you could fully understand it for even a second, you would probably break down in tears and thank God for your life. 

No matter how bad things seem or how terrible ",
instagram,Video by coherancewithbrit,https://www.instagram.com/reel/DWEw9rSkkC4/?igsh=cmE2cTl5ZGd2MjI5,raw/DWEw9rSkkC4.jpg,☾Brit/Tala,1773190800,1775865661,none,"Science should welcome questions.

Throughout history, breakthroughs happened because someone challenged the accepted narrative.

Independent thinkers today are asking deeper questions about health, d",
instagram,Video by josephine__lockyer,https://www.instagram.com/reel/DWG5YAvDJHV/?igsh=a2FqYmY2cTk4a2U4,raw/DWG5YAvDJHV.jpg,Josephine Lockyer,1774013645,1775865661,none,"Navigating the world as a sensitive explorer. It can feel very intense at times, but as we learn to honour our slowness and when we consider our sensitivity as a strength and guide, things become a li",
instagram,Post by soulmindhub,https://www.instagram.com/p/DWLoZZNDPCC/?igsh=aTlqbGh0OWRvNXgw,,,,1775865661,none,"Otto Warburg (1883–1970) - A Nobel Prize winning biochemist who reshaped how science understands cellular energy.

In 1931, Warburg received the Nobel Prize for uncovering how cells generate energy — ",
instagram,Video by curiosityawakened,https://www.instagram.com/reel/DWOV9XcSYv6/?igsh=aTZrM2R1bm0weXQ2,raw/DWOV9XcSYv6.jpg,Curiosity Awakened,1774262749,1775865661,none,"Interesting fact:- What if I told you that I don't actually exist? And neither does the world around you. 🌌🖥️
In philosophy, Solipsism is the terrifying idea that only your mind is sure to exist. Ever",
instagram,Video by omggotworms,https://www.instagram.com/reel/DWQPpgno7uk/?igsh=NzBubGt6dWk5MHlp,raw/DWQPpgno7uk.jpg,Ricky,1774326758,1775865661,none,"TOP 5 BINDERS to PREVENT DEWORMING DIE-OFF SYMPTOMS 🪱

When you start a parasite cleanse, your body releases toxins that have been stored deep in your tissues. And parasites do not go quietly.

Here’s",
instagram,Post by theneurofactory,https://www.instagram.com/p/DWRnOMRAeUa/?igsh=cGVycmY0dmplcXYx,,,,1775865661,none,"She was nominated 7 times for the Nobel Prize. She never received it.

Dr. Johanna Budwig was a German biochemist with doctorates in physics and chemistry. She worked as Chief Expert for pharmaceutica",
instagram,Video by laia.learning,https://www.instagram.com/reel/DWTadfxjORU/?igsh=MWhmODA4Zmc3MTY3eQ==,raw/DWTadfxjORU.jpg,Laia,1774432995,1775865661,none,#essay #ai #aidetection #college,
instagram,Video by missynovik,https://www.instagram.com/reel/DWV2HLvDVZ2/?igsh=MWF5anBmOGF1dG9oMw==,raw/DWV2HLvDVZ2.jpg,missynovik,1774514730,1775865661,none,unpopular opinion,
instagram,Video by soulfulsongs77,https://www.instagram.com/reel/DWVPEiRgQM7/?igsh=bGY0OHRpbjNmZzU4,raw/DWVPEiRgQM7.jpg,Soulfulsongs,1774494089,1775865661,none,"The way he stopped playing guitar just to hear them sing was priceless✨

“More Than Words” by Extreme was released in 1990 as the third single from their second studio album Pornograffitti. The song b",
instagram,Video by felix_svd.official,https://www.instagram.com/reel/DWVZ4yjEf5v/?igsh=MWo4NjYyYnV2Z3Y2eQ==,raw/DWVZ4yjEf5v.jpg,Infant Felix,1774499785,1775865661,none,🤦‍♂️,
instagram,Video by vickyvwell,https://www.instagram.com/reel/DWXGRweFc65/?igsh=MzI3cGV2b3Jmbmdt,raw/DWXGRweFc65.jpg,Vicky DeRosa,1774556672,1775865661,none,"The billion dollar skincare industry does NOT want you to see this. 

If you or someone you love is struggling with acne, please stop spending money on products full of ingredients you cannot even pro",
instagram,Video by lila_may_222,https://www.instagram.com/reel/DWXHejPgGXf/?igsh=MWl1Ym9mcXVoa3kxcQ==,raw/DWXHejPgGXf.jpg,lila_may_222,1774557287,1775865661,none,Your dentist don’t necessarily know everything,
instagram,Video by aaronvartiainen0,https://www.instagram.com/reel/DWY3bavjO4l/?igsh=dDA4ZGZocXN0MGNp,raw/DWY3bavjO4l.jpg,Aaron Vartiainen,1774616116,1775865661,none,You'd think spinning 10000 times around something would make you feel dizzy,
instagram,Video by sheinspiration___,https://www.instagram.com/reel/DWZZPeqjnjh/?igsh=YjRjdWh1dmlvaDRx,raw/DWZZPeqjnjh.jpg,Sheina,1774633810,1775865661,none,"Most parents would NEVER knowingly give their kids something that harms them…

But what if the things we were taught are “normal”…
are actually the problem?

The same system that normalized sugary bre",
instagram,Video by sid.and.listen,https://www.instagram.com/reel/DWbuCFuNen7/?igsh=MTZyaWRldWl0c3I3ZA==,raw/DWbuCFuNen7.jpg,Sid 🌿,1774711737,1775865661,none,"10% azelaic acid + barrier love = calm, clear, hydrated skin. This @anua_global azelaic acid serum is so lightweight, non-sticky, acne-prone safe! Your skin can relax now. 💅 #anuaacneserum #azelaicaci",
instagram,Post by theneurofactory,https://www.instagram.com/p/DWeWYrgkaci/?img_index=8&igsh=Nm1peW1pb3ZpcGVi,,,,1775865661,none,"A $2 veterinary pill is doing what $10,000/month cancer drugs can't.

It's called fenbendazole.

It was designed to deworm animals. But researchers discovered it kills cancer cells through multiple me",
instagram,Video by williamjsper,https://www.instagram.com/reel/DWiVgatjYpq/?igsh=eHd4NmF4ZGJpaG5k,raw/DWiVgatjYpq.jpg,William Jasper,1774933780,1775865661,none,"1. In 1924, researcher Elton Mayo conducted an experiment that many later tried to bury. He told workers they were being “observed for productivity.” And it was true — they were constantly monitored. ",
instagram,Video by getweave,https://www.instagram.com/p/DWjgdR6gFyr/?igsh=eHdnN3pua2ZkemE1,raw/DWjgdR6gFyr.jpg,Weave,1774972944,1775865661,none,"Never let an unanswered call become a lost lead. Weave instantly texts missed callers, effortlessly turning a moment of frustration into a seamless conversation for your patient.

See Weave in action!",
instagram,Video by cristophergeilermd,https://www.instagram.com/p/DWkKcGaAF7H/?igsh=cnh0djF1eGE4bWxo,raw/DWkKcGaAF7H.jpg,Cristopher Geiler MD,1774994955,1775865661,none,"🧬Your body already makes its own longevity molecule. After 40, you’re running out of it. 🧬Alpha-ketoglutarate (AKG) is a metabolite your mitochondria produce as part of the Krebs cycle. It’s not a dru",
instagram,Video by foundconsciousness,https://www.instagram.com/reel/DWwFkijDJzd/?igsh=MTg0bjV6aXpvYXJ3YQ==,raw/DWwFkijDJzd.jpg,Azeem Ali,1775395373,1775865661,none,Studying the old naturopaths has been so eye opening for me! Cayenne and lobelia combination is my absolute favourite and used it many times to heal acute conditions. Discovering some roots about wher,
instagram,Video by toberwilliamscomedy,https://www.instagram.com/reels/DWxIU46BBtg/,raw/DWxIU46BBtg.jpg,Tober Williams,1775430000,1775865661,none,#reels #comedy,
